datetime,tickersymbol,price,volume
2025-01-02 10:07:37.669527,VN30F2501,1347.6,4
2025-01-02 10:07:43.782343,VN30F2501,1347.5,1
2025-01-02 10:08:17.428693,VN30F2501,1347.4,3
2025-01-02 10:08:30.894531,VN30F2501,1347.5,5
2025-01-02 10:08:34.962530,VN30F2501,1347.6,1
2025-01-02 10:08:45.353736,VN30F2501,1347.7,1
2025-01-02 10:08:55.548966,VN30F2501,1347.5,1
2025-01-02 10:09:37.833690,VN30F2501,1347.2,1
2025-01-02 10:10:03.308335,VN30F2501,1346.7,2
2025-01-02 10:10:07.585555,VN30F2501,1346.2,1
2025-01-02 10:10:13.713634,VN30F2501,1346.5,20
2025-01-02 10:10:17.601766,VN30F2501,1346.4,14
2025-01-02 10:10:33.304915,VN30F2501,1346.5,10
2025-01-02 10:10:37.189137,VN30F2501,1346.7,5
2025-01-02 10:10:43.509159,VN30F2501,1346.8,1
2025-01-02 10:10:53.711717,VN30F2501,1346.7,10
2025-01-02 10:10:57.809287,VN30F2501,1347.0,1
2025-01-02 10:11:02.901572,VN30F2501,1346.9,2
2025-01-02 10:11:33.699586,VN30F2501,1346.7,1
2025-01-02 10:11:53.287969,VN30F2501,1346.3,2
2025-01-02 10:11:57.568153,VN30F2501,1346.4,19
2025-01-02 10:12:07.571372,VN30F2501,1346.3,4
2025-01-02 10:12:19.005460,VN30F2501,1346.2,1
2025-01-02 10:12:23.071592,VN30F2501,1346.4,12
2025-01-02 10:12:27.165625,VN30F2501,1346.3,7
2025-01-02 10:12:47.766364,VN30F2501,1346.5,2
2025-01-02 10:12:53.872528,VN30F2501,1346.3,1
2025-01-02 10:13:13.448748,VN30F2501,1346.4,2
2025-01-02 10:13:23.647374,VN30F2501,1346.3,1
2025-01-02 10:13:43.219183,VN30F2501,1346.6,2
2025-01-02 10:14:17.054153,VN30F2501,1346.5,5
2025-01-02 10:14:27.258447,VN30F2501,1346.5,1
2025-01-02 10:14:37.643773,VN30F2501,1346.8,2
